text,label
pages,neutral
consulate,neutral
patton,neutral
insider,neutral
consecration,love
levin,neutral
sinking,neutral
powder,neutral
scowled,sadness
calder,neutral
every,neutral
bunk,neutral
wage,neutral
advertisements,neutral
sylvester,neutral
confederacy,neutral
sarcastic,anger
guessed,neutral
reactivated,neutral
perceived,neutral
tuning,neutral
biplane,neutral
requiem,neutral
castes,neutral
sessions,neutral
romney,neutral
communism,neutral
fulton,neutral
groans,neutral
dodgers,neutral
overtook,neutral
nyc,neutral
bag,neutral
seton,neutral
metadata,neutral
marie,neutral
anniversary,neutral
believes,neutral
filtered,neutral
martian,neutral
ported,neutral
challenging,neutral
demeanor,neutral
macdonald,neutral
shifted,neutral
fergus,neutral
mortally,neutral
connell,neutral
productive,happy
sofia,neutral
flowers,neutral
spd,neutral
collect,neutral
impatiently,anger
rendition,neutral
treating,neutral
terminated,neutral
hui,neutral
luca,neutral
vis,neutral
html,neutral
con,anger
request,neutral
stab,neutral
backup,neutral
nightclub,neutral
saves,neutral
pascal,neutral
wright,neutral
restricting,neutral
bedrooms,neutral
struggled,fear
out,neutral
routed,neutral
certificate,neutral
indus,neutral
pizza,neutral
pocket,neutral
archaic,neutral
based,neutral
supervisory,neutral
shipment,neutral
krishna,neutral
ode,neutral
brahms,neutral
repertory,neutral
agrarian,neutral
scare,fear
dyer,neutral
illusions,neutral
homogeneous,neutral
concerts,neutral
denominations,neutral
sipping,neutral
scholar,neutral
disguised,neutral
abruptly,surprise
glide,neutral
mused,neutral
recipe,neutral
gps,neutral
championed,neutral
striped,neutral
painter,neutral
cultural,neutral
wiener,neutral
titular,neutral
gasp,neutral
fossil,neutral
ancestry,neutral
speculated,neutral
supreme,neutral
knox,neutral
mated,neutral
berman,neutral
partly,neutral
nightingale,neutral
shanghai,neutral
won,neutral
decided,neutral
calgary,neutral
declare,neutral
graders,neutral
celebrations,happy
befriended,neutral
cattle,neutral
sparta,neutral
tequila,neutral
groaning,neutral
absorb,neutral
distinctly,neutral
huang,neutral
grin,happy
founders,neutral
jasmine,neutral
hotspur,neutral
reports,neutral
solution,neutral
sumo,neutral
sob,sadness
differentiated,neutral
okay,neutral
bologna,neutral
sink,neutral
tokugawa,neutral
mangrove,neutral
telenovela,neutral
controversy,neutral
biomass,neutral
redesignated,neutral
initiate,neutral
hatfield,neutral
akira,neutral
aiden,neutral
dept,neutral
emerging,neutral
seat,neutral
projective,neutral
unlikely,neutral
brawl,anger
taught,neutral
associate,neutral
antique,neutral
friendly,happy
ominous,sadness
canning,neutral
flung,neutral
interact,neutral
fore,neutral
tau,neutral
bulky,neutral
seine,neutral
crystals,neutral
lanes,neutral
tactics,neutral
baja,neutral
glances,neutral
enabling,neutral
han,neutral
beforehand,neutral
mit,neutral
secluded,neutral
arias,neutral
inuit,neutral
dreadful,fear
chromosomes,neutral
windy,neutral
wife,neutral
induction,neutral
pius,neutral
tugging,neutral
mass,neutral
brandenburg,neutral
advised,neutral
sighting,neutral
outpost,neutral
deed,neutral
opus,neutral
frances,neutral
mascara,neutral
trials,neutral
agree,neutral
pont,neutral
navarre,neutral
autobiographical,neutral
emerge,neutral
emerged,neutral
jeremy,neutral
reconciliation,happy
astonishing,surprise
tease,happy
lester,neutral
konrad,neutral
hellenistic,neutral
austen,neutral
already,neutral
bargain,neutral
exceeds,neutral
preceded,neutral
battalions,neutral
kung,neutral
vary,neutral
recipient,neutral
pri,neutral
batting,neutral
taken,neutral
embark,neutral
hypothetical,neutral
ibn,neutral
foster,neutral
cubs,neutral
patsy,neutral
examinations,neutral
jointly,neutral
elected,neutral
christine,neutral
undertaken,neutral
economic,neutral
cleaner,neutral
band,neutral
jeremiah,neutral
contrasted,neutral
herman,neutral
moffat,neutral
gundam,neutral
entrance,neutral
elders,neutral
posterior,neutral
turnout,neutral
reassured,happy
hundreds,neutral
utilize,neutral
fertile,neutral
reproduce,neutral
magazine,neutral
shake,neutral
pantry,neutral
bulletin,neutral
cola,neutral
rests,neutral
defences,neutral
vista,neutral
whoever,neutral
seizure,neutral
sinks,neutral
gunmen,neutral
suspects,neutral
inaugural,neutral
mana,neutral
gladys,happy
forearms,neutral
baths,neutral
mr,neutral
bestowed,neutral
molecules,neutral
slowing,neutral
cupboard,neutral
wadi,neutral
expressed,neutral
repairs,neutral
minimum,neutral
elliot,neutral
wesleyan,neutral
digger,neutral
griffith,neutral
elmer,neutral
simulcast,neutral
predatory,fear
indexed,neutral
deficit,neutral
gradually,neutral
palatinate,neutral
convention,neutral
isabella,neutral
butterfly,neutral
tn,neutral
deng,neutral
noctuidae,neutral
raining,neutral
ordeal,neutral
hideout,neutral
hesitantly,worry
entirety,neutral
militias,neutral
middlesex,neutral
overshadowed,neutral
tri,neutral
nikolay,neutral
hormones,neutral
jamaica,neutral
appears,neutral
les,neutral
rocking,neutral
flank,neutral
anal,neutral
galilee,neutral
majority,neutral
rested,neutral
delegation,neutral
reeve,neutral
majors,neutral
fills,neutral
allied,neutral
informs,neutral
darkly,neutral
knob,neutral
quickly,neutral
voluntarily,neutral
consulted,neutral
suck,neutral
anatomical,neutral
transitional,neutral
palatine,neutral
us,neutral
things,neutral
hiram,neutral
phase,neutral
bared,neutral
explained,neutral
fatally,fear
traumatic,sadness
inferno,fear
argyle,neutral
announcer,neutral
regression,neutral
parasitic,neutral
juris,neutral
constraints,neutral
rotterdam,neutral
lured,love
depends,neutral
methodist,neutral
packard,neutral
picked,neutral
octagonal,neutral
bum,neutral
bernardino,neutral
encourages,happy
seekers,neutral
lied,anger
shortstop,neutral
antennae,neutral
wta,neutral
aligned,neutral
greet,neutral
sizes,neutral
ensures,neutral
demanded,neutral
theological,neutral
arises,neutral
remembered,neutral
knows,neutral
treatise,neutral
bodies,neutral
cote,neutral
horned,neutral
reconciled,happy
storey,neutral
emphasize,neutral
protested,anger
sparked,neutral
supply,neutral
reopened,neutral
beak,neutral
leach,neutral
napier,neutral
body,neutral
holmes,neutral
floral,neutral
impacted,neutral
broke,neutral
goddard,neutral
pornography,neutral
tent,neutral
flatly,neutral
cretaceous,neutral
mommy,neutral
jennie,neutral
clamped,neutral
portrayed,neutral
wrath,anger
iq,neutral
ceased,neutral
equipped,neutral
visits,neutral
regatta,neutral
lev,neutral
imaginative,neutral
leaves,neutral
colonel,neutral
drilled,neutral
option,neutral
dollar,neutral
headwaters,neutral
dominique,neutral
pertaining,neutral
benin,neutral
foe,neutral
shiny,neutral
warlock,neutral
arrives,neutral
convey,neutral
macbeth,neutral
euros,neutral
promised,neutral
acquaintance,neutral
harassed,anger
mendes,neutral
transmitters,neutral
ames,neutral
merits,happy
christ,neutral
themed,neutral
sequels,neutral
closely,neutral
renew,neutral
valor,happy
injury,sadness
studio,neutral
brent,neutral
whether,neutral
turkey,neutral
equally,neutral
impetus,neutral
crazed,anger
colorful,happy
veil,neutral
wilson,neutral
agreements,neutral
instructors,neutral
ina,neutral
injuring,sadness
assemble,neutral
tricks,neutral
portrays,neutral
cores,neutral
mountain,neutral
simeon,neutral
nico,neutral
bottoms,neutral
magdalena,neutral
gables,neutral
baccalaureate,neutral
spielberg,neutral
kicker,neutral
infused,neutral
rhode,neutral
pratt,neutral
crisp,neutral
prosperous,neutral
cactus,neutral
island,neutral
bored,boredom
depleted,neutral
below,neutral
iec,neutral
belongings,neutral
petition,neutral
brunswick,neutral
hinted,neutral
to,neutral
stock,neutral
govt,neutral
stellar,neutral
elsewhere,neutral
sprint,neutral
kwan,neutral
courtney,neutral
motives,neutral
lagos,neutral
skater,neutral
meg,neutral
social,neutral
syed,neutral
celebrated,happy
lingered,neutral
shores,neutral
networks,neutral
whimpered,sadness
scottish,neutral
sheikh,neutral
strip,neutral
nunez,neutral
victorious,happy
displeasure,anger
botany,neutral
worsened,sadness
acknowledge,neutral
dina,neutral
jong,neutral
crook,neutral
houghton,neutral
realm,neutral
buds,neutral
must,neutral
trainers,neutral
iceland,neutral
succumbed,fear
refrigerator,neutral
creeping,neutral
liege,neutral
karate,neutral
compact,neutral
nissan,neutral
ito,neutral
functioning,neutral
hungarian,neutral
resurrection,neutral
burroughs,neutral
happen,neutral
probable,neutral
invites,neutral
philosophy,neutral
justification,neutral
flower,neutral
sued,anger
gods,neutral
elsie,neutral
horizontal,neutral
alvaro,neutral
entourage,neutral
undefeated,happy
relied,neutral
moses,neutral
culminated,neutral
publisher,neutral
colt,neutral
governors,neutral
awarded,happy
visited,neutral
notch,neutral
interrupt,neutral
inched,neutral
strips,neutral
indicative,neutral
boyle,neutral
appetite,neutral
galloway,neutral
spins,neutral
amalgamation,neutral
celebrity,neutral
mort,neutral
representatives,neutral
fuzzy,neutral
chaplain,neutral
partners,neutral
burrows,neutral
oversized,neutral
lawsuits,neutral
perennial,neutral
propaganda,neutral
solving,neutral
ganga,neutral
advancement,happy
deteriorating,sadness
spearheaded,neutral
negotiations,neutral
cnn,neutral
transit,neutral
strode,neutral
mendez,neutral
judo,neutral
scene,neutral
plumage,neutral
countered,neutral
yacht,neutral
sweeps,neutral
feature,neutral
commemoration,neutral
criticism,anger
cornerback,neutral
ferns,neutral
partnering,neutral
panzer,neutral
shen,neutral
guo,neutral
surfaced,neutral
ropes,neutral
finds,neutral
elect,neutral
shades,neutral
authority,neutral
masses,neutral
akin,neutral
optimal,happy
sa,neutral
susanna,neutral
demise,sadness
selections,neutral
authorities,neutral
statehood,neutral
differing,neutral
tamil,neutral
vitro,neutral
counting,neutral
narrower,neutral
suburb,neutral
threw,neutral
rein,neutral
slammed,anger
humidity,neutral
injunction,neutral
doctoral,neutral
lucius,neutral
instituted,neutral
nwa,neutral
hosted,neutral
annette,neutral
unnecessary,neutral
pursed,neutral
backs,neutral
implement,neutral
ale,neutral
landing,neutral
shang,neutral
councils,neutral
sincerely,happy
inquired,neutral
assertion,neutral
exceeded,neutral
linked,neutral
silesian,neutral
honduras,neutral
hi,neutral
irritating,anger
barred,neutral
respectable,happy
masked,neutral
jimmie,neutral
attitudes,neutral
coloured,neutral
redskins,neutral
absolutely,neutral
victims,sadness
gothenburg,neutral
bon,neutral
lenses,neutral
bombed,neutral
recommended,happy
preserve,neutral
tolerated,neutral
nationale,neutral
koreans,neutral
hub,neutral
spruce,neutral
curriculum,neutral
consumers,neutral
ri,neutral
survey,neutral
reborn,neutral
brown,neutral
implementation,neutral
ties,neutral
demands,neutral
observe,neutral
determining,neutral
sprang,surprise
mansions,neutral
gauge,neutral
dagger,neutral
restaurant,neutral
proteins,neutral
scoffed,anger
sibling,neutral
tents,neutral
tokyo,neutral
swim,neutral
hodge,neutral
architecture,neutral
rhineland,neutral
hen,neutral
yokohama,neutral
gloucester,neutral
novella,neutral
sentences,neutral
hurley,neutral
fraction,neutral
discreet,worry
disposed,neutral
esteem,happy
buildings,neutral
belongs,neutral
averages,neutral
uttar,neutral
dynasty,neutral
algiers,neutral
brethren,neutral
hollis,neutral
fight,neutral
msc,neutral
fossils,neutral
descendant,neutral
queue,neutral
rounded,neutral
correlation,neutral
meaning,neutral
procedures,neutral
truss,neutral
shadowy,neutral
explicit,neutral
ellis,neutral
rank,neutral
disclosed,neutral
alleging,neutral
planes,neutral
objects,neutral
roses,neutral
lot,neutral
app,neutral
homosexual,neutral
bumper,neutral
remix,neutral
flicked,neutral
assaulted,anger
detention,neutral
important,neutral
bengal,neutral
modeled,neutral
banner,neutral
pick,neutral
innovative,neutral
detachment,neutral
curling,neutral
into,neutral
furlongs,neutral
forbid,neutral
approached,neutral
boomed,happy
undergo,neutral
platform,neutral
subsidiary,neutral
pier,neutral
manner,neutral
nice,neutral
spokesperson,neutral
tightly,neutral
paxton,neutral
grasped,neutral
you,neutral
eyeing,neutral
legislation,neutral
swiped,neutral
advancing,neutral
ce,neutral
aquatic,neutral
divert,neutral
relieve,neutral
dispersed,neutral
murdoch,neutral
lin,neutral
vito,neutral
adopting,neutral
vfl,neutral
sleeps,neutral
principles,neutral
showdown,neutral
substrate,neutral
half,neutral
domingo,neutral
jail,neutral
crank,neutral
enthusiastic,happy
expects,happy
beaming,happy
subtly,neutral
doubled,neutral
bedford,neutral
vows,neutral
cases,neutral
ostensibly,neutral
lending,neutral
ju,neutral
doorstep,neutral
undergoes,neutral
slept,neutral
risky,fear
virginia,neutral
percent,neutral
which,neutral
expectation,happy
considerations,neutral
elevated,neutral
trier,neutral
auxiliary,neutral
dyke,neutral
sw,neutral
kb,neutral
colleague,neutral
midst,neutral
believing,neutral
specialising,neutral
vessel,neutral
appropriations,neutral
barnett,neutral
ear,neutral
experienced,neutral
hire,neutral
establishing,neutral
respiratory,neutral
questioned,worry
efficient,happy
voivodeship,neutral
newman,neutral
integrating,neutral
enrollment,neutral
rook,neutral
constable,neutral
spear,neutral
ranging,neutral
travers,neutral
originally,neutral
undergone,neutral
emperor,neutral
hulk,neutral
totally,neutral
tufts,neutral
reactions,neutral
sumatra,neutral
frey,neutral
dormant,neutral
revered,happy
hawkins,neutral
lasers,neutral
promising,happy
went,neutral
treacherous,anger
stays,neutral
terribly,fear
struck,neutral
ashore,neutral
excellence,happy
basin,neutral
robe,neutral
austrians,neutral
pump,neutral
juno,neutral
uta,neutral
curving,neutral
turing,neutral
mumbled,neutral
filming,neutral
lighted,neutral
emphasizing,neutral
spur,neutral
catcher,neutral
remarkably,neutral
auditions,neutral
contemplated,neutral
raymond,neutral
marvelous,surprise
decent,happy
chosen,neutral
privateer,neutral
destined,neutral
augusto,neutral
frederic,neutral
limited,neutral
gardener,neutral
endelle,neutral
sufficient,neutral
enabled,neutral
johnston,neutral
summer,neutral
depicted,neutral
lights,neutral
soprano,neutral
winthrop,neutral
guthrie,neutral
gabe,neutral
contests,neutral
mammal,neutral
defined,neutral
atoll,neutral
mann,neutral
jay,neutral
mahogany,neutral
pipe,neutral
profound,neutral
ruse,neutral
air,neutral
identification,neutral
elimination,neutral
demos,neutral
celia,neutral
doherty,neutral
luxury,neutral
theatres,neutral
lucrative,neutral
punjabi,neutral
skills,neutral
stimulated,neutral
whisky,neutral
chaplin,neutral
difficult,neutral
breaths,neutral
powerhouse,neutral
harmless,neutral
yanked,neutral
guitarists,neutral
theta,neutral
eine,neutral
chassis,neutral
hauled,neutral
poorly,sadness
moran,neutral
freshly,neutral
hymn,neutral
judgement,neutral
blades,neutral
doyle,neutral
photograph,neutral
leiden,neutral
specifically,neutral
interpreter,neutral
geese,neutral
introduces,neutral
tangent,neutral
orchard,neutral
endurance,neutral
collector,neutral
cassette,neutral
ie,neutral
bop,neutral
dj,neutral
carlos,neutral
prosecution,anger
considering,neutral
insisting,neutral
escorted,neutral
houses,neutral
sal,neutral
bowls,neutral
complied,neutral
edison,neutral
petersen,neutral
an,neutral
guido,neutral
administrations,neutral
organised,neutral
efforts,happy
fluid,neutral
beech,neutral
frost,neutral
dynasties,neutral
bypass,neutral
randolph,neutral
newfound,neutral
hackney,neutral
bordered,neutral
cb,neutral
mohamed,neutral
praise,happy
marne,neutral
greatly,neutral
fuel,neutral
dimly,neutral
difficulty,sadness
oboe,neutral
mouthful,neutral
madagascar,neutral
fontaine,neutral
temperatures,neutral
wilcox,neutral
catchment,neutral
caucus,neutral
zhou,neutral
teaching,neutral
jin,neutral
dec,neutral
seating,neutral
assert,neutral
accelerator,neutral
ua,neutral
joking,happy
landfall,neutral
highway,neutral
lux,neutral
scooted,neutral
interceptor,neutral
resembling,neutral
advisors,neutral
snatched,neutral
immediately,neutral
grimsby,neutral
mound,neutral
streaked,neutral
blinked,neutral
defensive,neutral
sul,neutral
seasonal,neutral
depicting,neutral
maximus,neutral
alberta,neutral
abortion,sadness
jiangsu,neutral
mid,neutral
fugitive,neutral
florida,neutral
midi,neutral
fashionable,happy
terminus,neutral
fucked,anger
valued,happy
spanned,neutral
milano,neutral
perry,neutral
lauderdale,neutral
demonstrates,neutral
fey,neutral
ashley,neutral
adverse,fear
siding,neutral
nodding,neutral
floats,neutral
bram,neutral
nj,neutral
militants,neutral
sector,neutral
lions,neutral
destroyers,neutral
mentor,neutral
direct,neutral
kruger,neutral
emeritus,neutral
joke,happy
singing,neutral
kaufman,neutral
factors,neutral
annapolis,neutral
inverted,neutral
demoted,neutral
accredited,neutral
dreamed,neutral
exploits,neutral
cords,neutral
nightly,neutral
stirling,neutral
climax,neutral
composite,neutral
wholesale,neutral
benson,neutral
other,neutral
saxons,neutral
documentary,neutral
jubilee,neutral
beats,neutral
feb,neutral
tweed,neutral
motivated,neutral
sent,neutral
boxed,neutral
ensued,neutral
wa,neutral
italians,neutral
sci,neutral
barker,neutral
reorganized,neutral
sanctuary,neutral
charlemagne,neutral
intervene,neutral
derelict,sadness
voted,neutral
ve,neutral
couple,neutral
walden,neutral
bedside,neutral
reviewing,neutral
faculty,neutral
bald,neutral
grooves,neutral
dogg,neutral
causal,neutral
cane,neutral
cdp,neutral
briefing,neutral
sharks,neutral
murals,neutral
agustin,neutral
olsen,neutral
rq,neutral
evidenced,neutral
subfamily,neutral
reasoned,neutral
tree,neutral
tonnes,neutral
ripe,neutral
sailed,neutral
cards,neutral
ghz,neutral
slip,neutral
hertfordshire,neutral
choi,neutral
sutherland,neutral
precisely,neutral
characterized,neutral
viewpoint,neutral
reminiscent,neutral
kick,neutral
catching,neutral
continuously,neutral
percival,neutral
advance,neutral
walton,neutral
suited,neutral
coleman,neutral
enthusiastically,happy
fucking,anger
buddy,neutral
knitting,neutral
unpleasant,anger
rouge,neutral
axel,neutral
replace,neutral
project,neutral
remained,neutral
canal,neutral
dropped,neutral
area,neutral
performing,neutral
baghdad,neutral
deposed,sadness
habits,neutral
tchaikovsky,neutral
auburn,neutral
extensions,neutral
mingled,neutral
that,neutral
unnoticed,sadness
orr,neutral
mandate,neutral
gunner,neutral
domains,neutral
busted,neutral
safe,neutral
reins,neutral
pinyin,neutral
prostitutes,neutral
ives,neutral
appliances,neutral
matthew,neutral
liking,sadness
english,neutral
pavilion,neutral
valve,neutral
swirl,neutral
twin,neutral
unexpectedly,neutral
optimism,happy
views,neutral
mentoring,neutral
monumental,happy
attempted,neutral
rumbled,neutral
brigade,neutral
parted,neutral
johanna,neutral
ascribed,neutral
signature,neutral
goin,neutral
erik,neutral
busiest,neutral
contrast,neutral
fulfilling,neutral
vineyards,neutral
baird,neutral
advises,neutral
terre,neutral
stepped,neutral
turns,neutral
wit,happy
returned,neutral
commemorated,neutral
pressures,worry
ecosystems,neutral
curb,neutral
accelerating,neutral
fastened,neutral
tools,neutral
mountains,neutral
will,neutral
prohibiting,neutral
adequately,neutral
sham,neutral
royal,neutral
swiftly,neutral
wartime,neutral
birth,neutral
sheltered,neutral
float,neutral
contemporaries,neutral
features,neutral
shooting,neutral
figure,neutral
bihar,neutral
locate,neutral
bolts,neutral
environmental,neutral
treats,neutral
bluff,neutral
basil,neutral
westwood,neutral
discontinued,neutral
liberalism,neutral
strikers,neutral
homme,neutral
collegiate,neutral
orthogonal,neutral
grady,neutral
hawks,neutral
adam,neutral
volley,neutral
laurent,neutral
taluka,neutral
lutheran,neutral
statute,neutral
tbs,neutral
webber,neutral
learnt,neutral
miner,neutral
intercity,neutral
hoc,neutral
earned,neutral
fuscous,neutral
informant,neutral
mis,neutral
sheffield,neutral
bing,neutral
fleming,neutral
objective,neutral
belts,neutral
scraped,neutral
sheppard,neutral
raider,neutral
jurisdiction,neutral
appeared,neutral
mein,neutral
fullback,neutral
ray,neutral
striking,neutral
kildare,neutral
ist,neutral
openings,neutral
eleanor,neutral
wrote,neutral
nyu,neutral
bn,neutral
heirs,neutral
oklahoma,neutral
fir,neutral
barbie,neutral
coral,neutral
considerable,neutral
installed,neutral
nutrition,neutral
neolithic,neutral
purported,neutral
paved,neutral
iran,neutral
fidelity,neutral
cats,neutral
decreed,neutral
lowell,neutral
verge,neutral
mario,neutral
cares,love
descent,neutral
glasses,neutral
comeback,neutral
bakery,neutral
shah,neutral
ingredient,neutral
magistrates,neutral
sequel,neutral
alam,neutral
wrexham,neutral
bennett,neutral
procedural,neutral
kenji,neutral
folds,neutral
hut,neutral
essex,neutral
yukon,neutral
benoit,neutral
sustaining,neutral
categories,neutral
prohibits,neutral
damn,anger
convictions,neutral
featured,neutral
sock,neutral
prime,neutral
functional,neutral
technique,neutral
czechoslovak,neutral
leave,neutral
consonant,neutral
designations,neutral
bukit,neutral
contact,neutral
bonaparte,neutral
norwich,neutral
viewer,neutral
xiang,neutral
outlying,neutral
adopt,neutral
ice,neutral
disguise,neutral
insulted,anger
bartlett,neutral
mcdowell,neutral
chord,neutral
gnu,neutral
seed,neutral
extended,neutral
declares,neutral
totaling,neutral
awful,fear
aerodynamic,neutral
ewing,neutral
leftist,neutral
bites,neutral
territorial,neutral
virtues,neutral
concessions,neutral
absorbing,neutral
proctor,neutral
mormon,neutral
confidential,neutral
bengali,neutral
isabelle,neutral
hume,neutral
unwilling,anger
irregular,neutral
shuffle,neutral
forum,neutral
ngc,neutral
ineffective,sadness
nearer,neutral
hanged,sadness
include,neutral
few,neutral
screenwriter,neutral
bounced,neutral
interruption,neutral
priestess,neutral
robbed,neutral
covered,neutral
arrangement,neutral
hepburn,neutral
momentum,neutral
spurred,neutral
hypothesis,neutral
dun,neutral
zealand,neutral
memories,neutral
seniors,neutral
kaiser,neutral
filmmakers,neutral
paperwork,neutral
shutting,neutral
expeditions,neutral
ascended,neutral
hutchinson,neutral
mcdonnell,neutral
acknowledges,neutral
wei,neutral
sleeper,neutral
curvature,neutral
merge,neutral
nicknamed,neutral
concordia,neutral
proficiency,neutral
rehabilitation,neutral
galician,neutral
compounds,neutral
styling,neutral
investigator,neutral
requiring,neutral
injection,neutral
kinda,neutral
fights,neutral
roe,neutral
predicted,neutral
tae,neutral
hannover,neutral
brendan,neutral
nightstand,neutral
woods,neutral
northumberland,neutral
soul,neutral
awarding,happy
shitty,anger
residential,neutral
restrictions,neutral
resided,neutral
canopy,neutral
vacancy,neutral
over,neutral
array,neutral
marcel,neutral
insights,neutral
gil,neutral
tattoos,neutral
gills,neutral
hari,neutral
sacred,neutral
oleg,neutral
promotes,neutral
boil,neutral
protege,neutral
structurally,neutral
kennedy,neutral
globe,neutral
inform,neutral
joked,happy
much,neutral
mimic,neutral
gallons,neutral
transcript,neutral
yeomanry,neutral
goodman,neutral
husbands,neutral
newcomers,neutral
newark,neutral
peaked,neutral
spare,neutral
narratives,neutral
mai,neutral
inscribed,neutral
telephone,neutral
airline,neutral
estranged,neutral
recapture,neutral
linear,neutral
assortment,neutral
wives,neutral
dish,neutral
erection,neutral
gillespie,neutral
split,neutral
pereira,neutral
intend,neutral
antoinette,neutral
arrive,neutral
damaged,sadness
exiles,sadness
napkin,neutral
started,neutral
sophia,neutral
formation,neutral
secretive,neutral
asserted,neutral
usage,neutral
bohemia,neutral
multiplied,neutral
artistic,neutral
dan,neutral
aged,neutral
scouts,neutral
incomes,neutral
times,neutral
playable,happy
penetration,neutral
chose,neutral
olds,neutral
leader,neutral
genus,neutral
brightness,neutral
practised,neutral
stairs,neutral
hearted,happy
tomatoes,neutral
agriculture,neutral
almond,neutral
tom,neutral
involving,neutral
emmy,neutral
rounding,neutral
hq,neutral
compare,neutral
bobbed,neutral
blows,sadness
parlor,neutral
cavendish,neutral
karen,neutral
cargo,neutral
sting,neutral
phrase,neutral
des,neutral
italian,neutral
vial,neutral
gasoline,neutral
downloadable,neutral
berries,neutral
somewhat,neutral
exit,neutral
replaced,neutral
vigor,happy
incorrectly,sadness
dorothea,neutral
warmly,happy
muster,neutral
collins,neutral
therese,neutral
category,neutral
train,neutral
since,neutral
fluttering,neutral
dominion,neutral
contrasting,neutral
programming,neutral
adolescent,neutral
fluorescent,neutral
regime,neutral
lexington,neutral
shepherd,neutral
senegal,neutral
barrister,neutral
stu,neutral
miranda,neutral
recommends,neutral
antibodies,neutral
elf,neutral
competitor,neutral
rc,neutral
million,neutral
optimistic,happy
administrators,neutral
matt,neutral
ideally,neutral
stems,neutral
him,neutral
archduke,neutral
ariel,neutral
streamed,neutral
agricultural,neutral
energetic,neutral
anna,neutral
explains,neutral
melville,neutral
ryan,neutral
fjord,neutral
chunk,neutral
sorts,neutral
populated,neutral
sped,neutral
intersecting,neutral
albion,neutral
sweetie,love
solemn,neutral
admitted,happy
tyson,neutral
devi,neutral
modernized,neutral
assistant,neutral
classroom,neutral
might,neutral
bloomfield,neutral
sergio,neutral
categorized,neutral
uttered,neutral
maud,neutral
miracle,surprise
big,neutral
booth,neutral
surge,neutral
jozef,neutral
speeches,neutral
taxa,neutral
amelia,neutral
behalf,neutral
rouen,neutral
gunn,neutral
kaye,neutral
index,neutral
steelers,neutral
servicemen,neutral
completes,neutral
throne,neutral
admissions,neutral
chevy,neutral
monday,neutral
makeshift,neutral
trombone,neutral
valid,neutral
discharged,neutral
figuring,neutral
represents,neutral
headlining,neutral
ph,neutral
doha,neutral
mood,neutral
presided,neutral
durable,neutral
demonstrators,neutral
applied,neutral
smacked,sadness
decreases,neutral
chancel,neutral
darts,neutral
sipped,neutral
distributors,neutral
ochreous,neutral
go,neutral
costume,neutral
successors,neutral
crack,neutral
gaunt,sadness
response,neutral
many,neutral
regularly,neutral
freeway,neutral
remarked,neutral
powers,neutral
vigorous,happy
conceived,neutral
canyon,neutral
unknown,neutral
tinged,neutral
placing,neutral
pray,love
definition,neutral
ashton,neutral
lettering,neutral
cake,neutral
dimitri,neutral
transmissions,neutral
bidding,neutral
lopez,neutral
intrusion,neutral
floppy,neutral
pba,neutral
granted,neutral
tricky,worry
dawned,neutral
jia,neutral
byu,neutral
immersed,neutral
accomplishments,happy
display,neutral
aromatic,neutral
greyish,neutral
pontifical,neutral
marxist,neutral
alleged,neutral
yd,neutral
lyric,neutral
underway,neutral
flaw,sadness
suspiciously,worry
rods,neutral
usable,neutral
schedules,neutral
coffin,neutral
mixer,neutral
conserve,neutral
buick,neutral
endemic,neutral
arose,neutral
tasmanian,neutral
commercially,neutral
jerking,neutral
gave,neutral
cozy,happy
ku,neutral
etat,neutral
astrid,neutral
climates,neutral
coordinator,neutral
provocative,anger
guidance,neutral
craftsman,neutral
indoor,neutral
underwent,neutral
lattice,neutral
racks,neutral
lore,neutral
revived,neutral
methyl,neutral
authorship,neutral
listen,neutral
financially,neutral
welcoming,happy
organising,neutral
botanist,neutral
ways,neutral
rockies,neutral
attire,neutral
tours,neutral
parry,neutral
insistence,happy
forest,neutral
bounds,neutral
swept,neutral
dominic,neutral
differs,neutral
mastered,neutral
sequential,neutral
kelvin,neutral
sweeping,neutral
clearer,neutral
prague,neutral
thriving,neutral
realised,neutral
prem,neutral
range,neutral
stable,neutral
erected,neutral
commandant,neutral
inverness,neutral
commonwealth,neutral
minnesota,neutral
strait,neutral
bets,neutral
interfaces,neutral
opposing,anger
loaf,neutral
gilded,neutral
overcame,happy
hilarious,happy
reunited,neutral
maps,neutral
plots,neutral
fiat,neutral
retains,neutral
successively,neutral
interactions,neutral
mm,neutral
jammed,neutral
foul,neutral
earlier,neutral
fall,neutral
policeman,neutral
soil,neutral
implying,neutral
periodicals,neutral
alongside,neutral
twist,neutral
birthday,neutral
explosives,neutral
runway,neutral
pistons,neutral
hind,neutral
arrived,neutral
enforced,neutral
stafford,neutral
mayor,neutral
bellowed,anger
excuse,neutral
centred,neutral
odi,neutral
shu,neutral
emery,neutral
assigns,neutral
related,neutral
unharmed,happy
existent,neutral
forgot,neutral
noting,neutral
investigators,neutral
ferreira,neutral
diamonds,neutral
noisy,neutral
requirement,neutral
fade,neutral
indicted,sadness
invested,neutral
cleric,neutral
shift,neutral
substrates,neutral
proclaimed,neutral
retention,neutral
physical,neutral
summons,neutral
campo,neutral
lots,neutral
telecommunications,neutral
cleopatra,neutral
bright,neutral
provoke,neutral
planned,neutral
arithmetic,neutral
doin,neutral
nah,neutral
pep,neutral
lecturer,neutral
journey,neutral
beatty,neutral
